clientid,income,age,loan,default
145,28982.0581488311,39.048409874551,2898.7618238762300,0
146,36221.2660070509,26.101500419899800,5094.6700842702,1
147,33551.1243715882,58.8569274861366,4333.360862430610,0
148,43891.3559704088,49.1538267019205,5792.906333268110,0
149,45148.885720409500,60.525006453506600,6455.3917717800900,0
150,58481.012161355500,40.8329182346351,5380.56059607515,0
151,69579.9292111769,57.756243164651100,10868.2414720072,0
152,52743.3085651137,44.048516512848400,2684.70067065167,0
153,65635.6615293771,51.1677144751884,12701.603475,0
154,34559.907035436500,29.1121819927357,3317.52987409072,0
155,60218.53152662520,32.4718877156265,3157.9610817063100,0
156,51689.548538997800,46.154191521462100,9881.97600620667,0
157,47541.61433549600,55.2345850714482,1611.21659719418,0
158,62905.79302469270,27.9096519639716,11423.936295348800,1
159,65632.6045794412,47.1057667518035,12498.040454376300,0
160,31847.8537187912,41.4163357610814,2913.7699313302700,0
161,27947.440282441700,58.3484551762231,5514.11742142548,0
162,62246.7272495851,31.081884507089900,406.720769305791,0
163,40154.6885655262,60.5296831950545,6013.15287400369,0
164,58627.5548837148,33.1156532461755,1215.6525598047800,0
165,33441.0510654561,27.873486188706000,5282.728560308380,1
166,55603.7867954001,43.8394727888517,1411.13008049743,0
167,31046.3789664209,29.297398745548,4907.67408446776,1
168,44708.09987280520,21.108773565851200,2390.8505965863,0
169,23340.2706962079,42.8286152952351,2707.7609389629900,0
170,24830.181971192400,28.9702452290803,2046.6850503447900,0
171,31422.7473852225,53.898080206010500,1686.83590183974,0
172,60477.23384574060,60.4021064555272,10711.700895547,0
173,26039.0214901417,49.3904022299685,2056.75238228244,0
174,36186.8480732664,50.5067522143945,1130.7352653068400,0
175,39772.1187258139,43.725447806064,5492.89368937988,0
176,34730.1640710793,63.37623301194980,818.5084418876920,0
177,23118.4833147563,57.5810503219254,1746.93655902557,0
178,50072.8476257063,33.0152727491222,8088.568018568090,1
179,67465.06238589060,23.611053848173500,1802.61699404161,0
180,38625.6320099346,19.6300378022715,5836.56338145928,1
181,45227.482826449000,26.723162444774100,5521.5074051112,1
182,64901.897734962400,44.9388158493675,9589.83352507197,0
183,40543.9135432243,51.460875617805900,6507.8501914892900,0
184,27793.2667220011,60.5169084747322,382.24890411041500,0
185,61167.774819769,20.5836314358748,10396.6181477631,1
186,64619.6646196768,26.042092686519,9704.7824094498,1
187,37593.7578664161,54.0104153105058,7274.32562822359,0
188,35032.6495990157,56.72462562192230,135.931684494729,0
189,58364.4649758935,55.59654947882520,5809.8990004485000,0
190,56945.8104134537,45.5540205067955,6388.369826233510,0
191,27204.8485511914,29.0720967198722,3827.8939146126,1
192,21648.261025548,52.5870399242267,3558.52726155765,0
193,31077.8568894602,44.2215166972019,4452.330679191940,0
194,42522.9224073701,53.868651077617000,6790.85026335851,0
195,31769.247718621,44.774380587507,1148.22143592675,0
196,35556.779911276000,23.7774331844412,6361.97343810153,1
197,52908.824237529200,53.6956359203905,9841.080552709610,0
198,35045.1314053498,28.653283655177800,2382.46677216556,0
199,44488.1644845009,33.4312054850161,2751.08884293104,0
200,41679.9371177331,53.6699082404375,395.000775087053,0
201,54619.9471969157,52.42442217422650,10780.2718821749,0
202,38053.6231258884,26.2068803249858,6110.57279243647,1
203,64718.661776278200,37.2764920084737,1485.07993541129,0
204,43159.0849696659,62.44209669111300,4350.01989674202,0
205,29445.510501973300,28.4456774769351,1758.88186466259,0
206,25817.389884032300,37.9454801897518,4115.4847193336,0
